epoch,train_loss,field_loss,surface_p_loss,ux,uy,p,nut
244,0.30873027,0.06788278,0.481695,0.01910614,0.03152121,0.12388077,0.08302352
245,0.27346203,0.0683149,0.41029425,0.01924191,0.03177209,0.12438377,0.08384459
246,0.29421442,0.07207649,0.44427587,0.01950716,0.03346548,0.13611027,0.08321458
247,0.31788967,0.06925114,0.49727705,0.01921663,0.03218281,0.12772603,0.08326034
248,0.37097473,0.07120176,0.59954593,0.0195888,0.0326576,0.13387017,0.08302339
249,0.3398583,0.06790383,0.54390893,0.01917433,0.0315931,0.12330804,0.08368881
250,0.32386079,0.07155117,0.50461924,0.01941057,0.03268507,0.1345028,0.08386831
251,0.26518273,0.07006464,0.39023619,0.01913213,0.03214701,0.13096765,0.08278604
252,0.29196547,0.072223,0.43948495,0.01966506,0.03309224,0.13635719,0.08374396
253,0.28445539,0.06950272,0.42990535,0.01913332,0.03209251,0.12899279,0.08291972
254,0.29897216,0.06860414,0.46073604,0.01894593,0.03150464,0.12667147,0.08277767
255,0.26829865,0.06765891,0.40127948,0.01899134,0.03147519,0.12448823,0.08147354
256,0.25180795,0.06868554,0.36624482,0.0191277,0.03121914,0.1271522,0.08262647
257,0.28389936,0.06913459,0.42952954,0.01909017,0.03176738,0.12830832,0.08257908
258,0.37473469,0.07011742,0.60923452,0.01902454,0.03210091,0.13152161,0.08247158
259,0.34258193,0.06897757,0.5472087,0.01886377,0.03170419,0.12816043,0.08238618
260,0.34892923,0.07115296,0.55555255,0.01904178,0.03233019,0.13486558,0.08244615
261,0.24409898,0.0672186,0.35376078,0.01880017,0.03134566,0.12305727,0.08171162
262,0.28652163,0.06807785,0.43688757,0.0189662,0.03147134,0.12524587,0.08233598
263,0.25945369,0.06791365,0.38308008,0.01888422,0.03121358,0.12484871,0.08247435
264,0.32159214,0.07002269,0.50313891,0.01921574,0.03193985,0.1319517,0.08150123
265,0.27386851,0.06877282,0.41019137,0.01900813,0.03150513,0.12772914,0.0821098
266,0.32288601,0.06649031,0.5127914,0.01878555,0.03085633,0.1211008,0.08156594
267,0.26737533,0.06847794,0.39779477,0.01903409,0.03143112,0.12683005,0.08202849
268,0.29677664,0.06795057,0.45765212,0.01881098,0.03142467,0.12590276,0.08117583
269,0.27659569,0.06929099,0.4146094,0.01892712,0.03141988,0.12985968,0.08181511
270,0.39190625,0.06996756,0.64387738,0.0191784,0.03149018,0.13187357,0.08185158
271,0.30207735,0.06816384,0.467827,0.01907464,0.03124765,0.1263044,0.08149351
272,0.31052951,0.06793725,0.48518452,0.01899468,0.03113814,0.12607078,0.08101202
273,0.33185949,0.06826621,0.52718654,0.01930543,0.03108024,0.12603721,0.08219921
274,0.33654837,0.0672829,0.53853094,0.01866837,0.03088332,0.12440486,0.08089456
275,0.26634152,0.06671325,0.39925655,0.01894828,0.03076909,0.12199132,0.08132479
276,0.34387292,0.0688787,0.54998845,0.0190477,0.03127826,0.12930515,0.0807771
277,0.27720513,0.06654632,0.42131764,0.01852714,0.03065992,0.1217997,0.08138517
278,0.29091017,0.06653212,0.4487561,0.01879054,0.03063995,0.12129905,0.08170719
279,0.27689423,0.06743817,0.41891211,0.01885915,0.03096988,0.12476865,0.08082239
280,0.32399607,0.06752383,0.51294449,0.01864884,0.03086751,0.12506448,0.08112932
281,0.26785058,0.06786667,0.39996783,0.0187995,0.03111628,0.12565913,0.08144365
282,0.30638563,0.06925664,0.47425798,0.01867514,0.03158385,0.12970121,0.0819552
283,0.32128309,0.06763823,0.50728974,0.01866814,0.0307375,0.12520749,0.08154745
284,0.30210094,0.06574947,0.47270292,0.01856569,0.03025892,0.11981956,0.0808362
285,0.27078612,0.06779264,0.40598694,0.0187295,0.03091853,0.12641827,0.08044786
286,0.2352063,0.0671604,0.33609181,0.01863824,0.03080808,0.12384002,0.08118534
287,0.31931767,0.06673094,0.50517345,0.01858913,0.03090563,0.12294945,0.0804249
288,0.21505602,0.06722436,0.29566332,0.01872585,0.03053239,0.12478952,0.08045839
289,0.28765509,0.06523825,0.44483368,0.01842301,0.03033506,0.11830151,0.08062762
290,0.26346109,0.06530861,0.39630495,0.01828771,0.03014528,0.11943599,0.07983364
291,0.26586206,0.06432238,0.40307935,0.01863569,0.03006369,0.11610619,0.07953802
292,0.32904046,0.06710986,0.52386118,0.01874252,0.03039015,0.1248046,0.08007849
293,0.28064135,0.06572887,0.42982496,0.01846829,0.02998407,0.12007331,0.0808037
294,0.32950423,0.06600152,0.52700544,0.01851761,0.03004668,0.1211723,0.08047678
295,0.35457877,0.06591091,0.57733574,0.01855118,0.02991104,0.12148078,0.07980817
296,0.27427233,0.06378141,0.42098184,0.01822607,0.02928079,0.1151014,0.0796874
297,0.32489419,0.06555775,0.51867289,0.01836499,0.02980916,0.12053703,0.079775
298,0.24202805,0.06468708,0.35468195,0.01821646,0.02996706,0.11778584,0.07950429
299,0.29282353,0.06600592,0.45363521,0.01849238,0.03034252,0.1211286,0.08027953
300,0.25503564,0.06374116,0.38258895,0.01849205,0.02940761,0.114429,0.07996402
301,0.27024329,0.06504441,0.41039777,0.0183503,0.0294643,0.11915339,0.07968239
302,0.33171033,0.06561875,0.53218316,0.01846251,0.02999008,0.12135157,0.07873765
303,0.32151659,0.0644763,0.5140806,0.01815842,0.02918325,0.11778625,0.07944978
304,0.31576168,0.06344362,0.50463611,0.01843144,0.02896703,0.11378235,0.08000899
305,0.2992727,0.06477436,0.46899668,0.01829435,0.0296337,0.11874524,0.07893143
306,0.35414214,0.06581113,0.57666201,0.01809286,0.02961683,0.12199017,0.07949989
307,0.23448825,0.0637497,0.34147709,0.01828691,0.02927504,0.11556196,0.07892186
308,0.25373858,0.06389796,0.37968123,0.01809862,0.02910191,0.11599189,0.07937596
309,0.29681788,0.06534881,0.46293816,0.01821148,0.02964019,0.12021061,0.07961751
310,0.30902441,0.0648737,0.48830143,0.01822551,0.02970834,0.11900144,0.07902757
311,0.29405166,0.06350238,0.46109857,0.01798839,0.02880706,0.11471101,0.07970091
312,0.29155613,0.06365922,0.45579383,0.01808715,0.02907004,0.11521111,0.07938059
313,0.31040967,0.06467393,0.49147147,0.01812273,0.02943699,0.11843836,0.07925656
314,0.28097748,0.06434376,0.43326745,0.01804956,0.02934871,0.11780437,0.07880725
315,0.24357238,0.06185992,0.36342493,0.01806547,0.02805619,0.1103442,0.07885275
316,0.29995368,0.06491533,0.47007671,0.01830917,0.02950456,0.11945434,0.07875851
317,0.2894793,0.06245237,0.45405387,0.01791457,0.02857386,0.111597,0.0794379
318,0.22913042,0.06517435,0.32791213,0.01817874,0.02965306,0.12111808,0.07776161
319,0.33718765,0.06429393,0.54578742,0.01785506,0.02886582,0.11779622,0.07928303
320,0.23494475,0.06202738,0.34583472,0.01801931,0.02842526,0.11080446,0.07866623
321,0.29695345,0.06372821,0.46645049,0.01795816,0.02877502,0.11701924,0.07783768
322,0.23648768,0.06257798,0.34781942,0.017926,0.02860618,0.11285131,0.07836009
323,0.25543491,0.06848338,0.37390307,0.01901095,0.03124216,0.1290991,0.07942737
324,0.28095404,0.06312257,0.43566295,0.01787147,0.0286657,0.11458322,0.07850471
325,0.31440831,0.06318916,0.50243831,0.01767692,0.02883062,0.1152726,0.07795561
326,0.3235983,0.06520139,0.51679379,0.01785854,0.02950135,0.12154598,0.07781355
327,0.29916345,0.06064484,0.47703722,0.0175429,0.02776896,0.10728164,0.07832666
328,0.26231284,0.06362245,0.39738079,0.01792212,0.02854644,0.11616906,0.07871553
329,0.26425642,0.06237185,0.40376916,0.01771117,0.02836606,0.11344584,0.07719583
330,0.24318552,0.06245425,0.36146253,0.0176202,0.02822977,0.11383772,0.07728347
331,0.23039801,0.06238768,0.33602066,0.01792942,0.02859722,0.11234336,0.0781918
332,0.25723396,0.06467097,0.38512599,0.01800089,0.02914557,0.11943541,0.0784109
333,0.25633789,0.06176144,0.38915291,0.01781648,0.02819075,0.11098922,0.07774236
334,0.22453984,0.06314886,0.32278197,0.01774915,0.02843505,0.11531635,0.07805302
335,0.22386584,0.06087454,0.3259826,0.017768,0.02823991,0.10816239,0.07750589
336,0.28004892,0.06268129,0.43473526,0.01783249,0.02835845,0.11468796,0.07684461
337,0.23881947,0.0613396,0.35495973,0.01754899,0.02785288,0.11008067,0.0776906
338,0.28419465,0.06134551,0.44569828,0.01766603,0.02814885,0.1101041,0.07727339
339,0.26676349,0.06086704,0.41179289,0.01778716,0.02762244,0.10905755,0.07695339
340,0.25975678,0.06288091,0.39375176,0.01778314,0.02853006,0.11553083,0.07651711
341,0.30862667,0.06017342,0.49690651,0.01744295,0.02739726,0.1070209,0.0771207
342,0.27521846,0.06236744,0.42570204,0.01759424,0.0280747,0.11359846,0.0773946
343,0.24741405,0.06277434,0.36927944,0.01769165,0.02843235,0.11478163,0.07718989
344,0.29252244,0.06095558,0.46313373,0.01730974,0.02762258,0.10910578,0.07774666
345,0.26141127,0.06007798,0.40266658,0.01740717,0.02738007,0.10695287,0.07685308
346,0.28343589,0.05990584,0.44706009,0.01762521,0.02739196,0.1057049,0.0774515
347,0.31929251,0.06320636,0.51217232,0.01779449,0.02845774,0.11584,0.07757481
348,0.22847378,0.06204234,0.33286287,0.01756887,0.02801143,0.11251731,0.07745303
349,0.30306416,0.0612962,0.48353589,0.01753239,0.02754683,0.11049287,0.07731356
350,0.25093382,0.06053448,0.38079868,0.01744673,0.02741199,0.10785792,0.07759041
351,0.25778511,0.05980684,0.39595654,0.01747855,0.02744022,0.1052495,0.07769843
352,0.29850083,0.06357852,0.46984464,0.01775096,0.02893748,0.11775914,0.07632134
353,0.21438769,0.06025433,0.30826673,0.01729903,0.02724415,0.10747856,0.07718952
354,0.22766008,0.05905655,0.33720706,0.0174627,0.02715025,0.10371806,0.07672983
355,0.25387595,0.06231123,0.38312945,0.01751455,0.02775079,0.11410054,0.0769317
356,0.23192089,0.06018808,0.34346561,0.01714179,0.02708062,0.10739997,0.07732696
357,0.25191651,0.06070959,0.38241385,0.01718029,0.02746067,0.10980064,0.07612398
358,0.2445925,0.06078679,0.36761141,0.0172708,0.02730893,0.10884319,0.07771015
359,0.23649529,0.06147443,0.35004171,0.01741752,0.02778954,0.11122773,0.07702461
360,0.21439996,0.05851925,0.31176143,0.01716121,0.02679856,0.10325601,0.07567702
361,0.32706246,0.06158869,0.53094756,0.01752387,0.02779283,0.11267925,0.07558615
362,0.21782192,0.06104264,0.31355855,0.01766471,0.02791332,0.1103459,0.07592082
363,0.25500977,0.05849259,0.39303436,0.01742631,0.02702054,0.10253177,0.07598196
364,0.33353846,0.06279694,0.54148306,0.01759283,0.02791574,0.11629674,0.07600748
365,0.24983155,0.06015672,0.37934968,0.01735176,0.02714842,0.10672764,0.07775632
366,0.22702673,0.05856768,0.33691812,0.01780726,0.02708253,0.10193856,0.07659962
367,0.26193913,0.05961539,0.40464748,0.01715184,0.02690303,0.10626787,0.07647571
368,0.22761038,0.05846831,0.33828415,0.0171311,0.0263897,0.10250384,0.07683972
369,0.34511422,0.05956105,0.57110634,0.01716098,0.02666651,0.10618491,0.07657584
370,0.25536782,0.05855589,0.39362387,0.01718207,0.02621547,0.10339761,0.07621795
371,0.26737798,0.05918067,0.41639464,0.0170534,0.02680563,0.10552632,0.0757509
372,0.2279983,0.05995144,0.33609374,0.01721621,0.02693366,0.10672892,0.07723261
373,0.2263551,0.05840713,0.33589592,0.01742033,0.02646751,0.10263916,0.07604353
374,0.21134803,0.05853966,0.30561674,0.0171704,0.0267195,0.10317373,0.07593648
375,0.29909878,0.06019527,0.47780702,0.01727682,0.02701462,0.10782742,0.07675417
376,0.2581725,0.05810122,0.40014256,0.01686423,0.02622927,0.10308638,0.07497872
377,0.27089714,0.06016048,0.42147331,0.017025,0.027112,0.10917269,0.07507915
378,0.22945469,0.05832404,0.34226129,0.01682112,0.02643231,0.10229966,0.07674918
379,0.25825351,0.05890476,0.39869749,0.01687531,0.0264184,0.10530426,0.07542121
380,0.25196129,0.0555883,0.39274598,0.01721595,0.02588626,0.09416452,0.07544241
381,0.23471055,0.06077686,0.34786739,0.01772746,0.02817215,0.10981114,0.07513811
382,0.22970226,0.05839004,0.34262442,0.01701893,0.02658187,0.10397199,0.0745919
383,0.21922043,0.05582931,0.32678223,0.01664375,0.02533518,0.0968804,0.07419515
384,0.26404125,0.05888607,0.41031035,0.01688666,0.02660094,0.10557065,0.07481491
385,0.25429047,0.05709649,0.39438797,0.01667843,0.02589875,0.10075705,0.07413658
386,0.24445643,0.05905449,0.3708039,0.01709935,0.02660773,0.10621993,0.07449958
387,0.24937982,0.0581805,0.38239865,0.01671666,0.02616855,0.10310591,0.07549951
388,0.20540748,0.05942326,0.29196843,0.01698244,0.02669489,0.10676154,0.07541958
389,0.26489341,0.05823379,0.41331922,0.01674105,0.02610955,0.10400113,0.0746416
390,0.22510527,0.05597651,0.33825752,0.01656916,0.02516794,0.09707656,0.07481735
391,0.22757489,0.05671081,0.34172816,0.01657548,0.02545019,0.09895945,0.07529595
392,0.25686566,0.05941562,0.39490006,0.01744794,0.02691479,0.1069758,0.07443392
393,0.24688686,0.05606355,0.38164663,0.01704583,0.02592472,0.09653036,0.07463659
394,0.21467638,0.05770787,0.31393701,0.01669692,0.02605646,0.10161357,0.07548812
395,0.29066721,0.05780324,0.46572795,0.01665323,0.02570775,0.10250581,0.07517054
396,0.25122107,0.05938221,0.38367773,0.01684943,0.02635484,0.10746945,0.07483332
397,0.21828189,0.05512046,0.32632287,0.01646593,0.02509669,0.09463376,0.07440714
398,0.23188402,0.0554065,0.35295505,0.01654763,0.02509305,0.09542532,0.07455531
399,0.31078097,0.05652441,0.50851314,0.0166761,0.02608137,0.09890291,0.07384263
400,0.20937078,0.05663879,0.30546399,0.01674766,0.02567673,0.09977667,0.07356964
401,0.22912686,0.05605447,0.34614478,0.0165188,0.02518005,0.09783157,0.07424319
402,0.31923467,0.05695208,0.52456517,0.01644676,0.02528936,0.10143811,0.07351257
403,0.28172959,0.05776429,0.4479306,0.01688644,0.02585437,0.10270151,0.07438056
404,0.17445989,0.05649514,0.23592949,0.01653875,0.02553855,0.09783728,0.07573046
405,0.22126912,0.05343958,0.33565907,0.01661496,0.02489825,0.08950594,0.07372257
406,0.30105148,0.05890216,0.48429864,0.01666174,0.02639603,0.10705297,0.07346017
407,0.23118155,0.05660391,0.34915527,0.01634027,0.02566029,0.10012763,0.07340651
408,0.20980561,0.0558763,0.30785862,0.01646178,0.02518123,0.09800458,0.07332552
409,0.21815627,0.05634098,0.32363058,0.01639106,0.02523942,0.09928585,0.07371136
410,0.25055065,0.0573226,0.38645609,0.01649655,0.02575434,0.10233107,0.0734563
411,0.18871451,0.05608437,0.26526028,0.01633575,0.02541973,0.09861705,0.07333176
412,0.27257139,0.05715618,0.4308304,0.01647509,0.02578524,0.10137797,0.073931
413,0.25346905,0.05402148,0.39889515,0.01658245,0.02478311,0.09185517,0.07340675
414,0.27378931,0.05631578,0.43494706,0.01651031,0.02511181,0.09984216,0.07291724
415,0.25407296,0.05740026,0.39334543,0.0165118,0.02536684,0.10271045,0.07368439
416,0.28759375,0.05468537,0.46581678,0.0162743,0.02457823,0.09508417,0.07270508
417,0.20088524,0.05537243,0.29102562,0.01645737,0.02500031,0.0964246,0.07334442
418,0.23960997,0.05485115,0.36951764,0.01617839,0.02483676,0.0953605,0.0729016
419,0.22765649,0.05606143,0.34319014,0.01645298,0.02519725,0.0986647,0.07327997
420,0.24911313,0.05514584,0.38793459,0.01622667,0.0250193,0.09656171,0.07242171
421,0.22300636,0.05783012,0.33035248,0.01647215,0.02602134,0.10496595,0.07207707
422,0.23130377,0.05388597,0.35483558,0.01608358,0.02440629,0.09273713,0.07260411
423,0.19208301,0.05666209,0.27084185,0.01626399,0.02522038,0.10080314,0.07332556
424,0.26237015,0.0553502,0.41403991,0.01637,0.02454129,0.09712669,0.07291868
425,0.24913733,0.05732716,0.38362035,0.01643967,0.02547674,0.10303317,0.07293253
426,0.21344,0.05369695,0.3194861,0.0159921,0.02434712,0.09175582,0.07317803
427,0.19848807,0.05457613,0.28782388,0.0160627,0.02490236,0.09408475,0.07337758
428,0.18471746,0.05383897,0.261757,0.01609611,0.02446505,0.09255938,0.07255523
429,0.23227204,0.05586479,0.35281449,0.01606559,0.0250076,0.09857954,0.07312774
430,0.20828258,0.05633809,0.30388898,0.01613974,0.02491591,0.10069251,0.07251557
431,0.1906918,0.05417036,0.2730429,0.01609893,0.02447331,0.093811,0.07238802
432,0.25528558,0.05438751,0.40179616,0.01608314,0.02445988,0.09440644,0.07259585
433,0.19815256,0.0518671,0.29257093,0.01618892,0.02399989,0.08631854,0.07234819
434,0.21893051,0.05348922,0.33088259,0.01600985,0.02402152,0.09179812,0.07255015
435,0.26834603,0.05518467,0.42632273,0.01600687,0.02440494,0.09696638,0.07291507
436,0.30088736,0.05617115,0.48943244,0.01618124,0.02475129,0.09976712,0.07308598
437,0.27872368,0.05534928,0.44674879,0.01613714,0.02475251,0.09752458,0.07243907
438,0.25493264,0.05313394,0.40359741,0.01588613,0.02359037,0.09106264,0.07251444
439,0.19185964,0.05460526,0.27450876,0.01611979,0.02436091,0.09594411,0.0716615
440,0.2069755,0.053656,0.306639,0.01607184,0.0243154,0.09302422,0.07137049
441,0.20748396,0.05399343,0.30698105,0.01610378,0.02427544,0.09375737,0.07189617
442,0.31169531,0.05465231,0.51408602,0.01614359,0.02432568,0.09490909,0.07316668
443,0.25093035,0.0547146,0.3924315,0.01655267,0.02531904,0.09497974,0.07194067
444,0.22109245,0.05553233,0.33112025,0.01612784,0.02510325,0.09823191,0.07199143
445,0.2171207,0.05369818,0.32684505,0.01585044,0.02402357,0.09306512,0.07201186
446,0.22614838,0.05308668,0.34612341,0.01589974,0.02404231,0.09101043,0.07191332
447,0.25709739,0.05302247,0.40814986,0.0158591,0.02360009,0.09141098,0.07162258
